2025-08-11 10:45:22 | INFO     | src.database.connection:_initialize_engine:68 | Database engine initialized with URL: sqlite:///./data/workflow_agent.db
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | src.core.classification:classify:142 | Classifying text using rule_based strategy
2025-08-11 11:00:54 | INFO     | __main__:test_classification_accuracy:278 | rule_based Results:
2025-08-11 11:00:54 | INFO     | __main__:test_classification_accuracy:279 |   Category Accuracy: 38.10%
2025-08-11 11:00:54 | INFO     | __main__:test_classification_accuracy:280 |   Priority Accuracy: 47.62%
2025-08-11 11:00:54 | INFO     | __main__:test_classification_accuracy:281 |   Overall Accuracy: 19.05%
2025-08-11 11:00:54 | INFO     | __main__:test_classification_accuracy:303 | Classification accuracy report saved to reports\classification_accuracy_report.json
2025-08-11 11:02:28 | INFO     | src.database.connection:_initialize_engine:68 | Database engine initialized with URL: sqlite:///./data/workflow_agent.db
2025-08-11 11:02:32 | WARNING  | src.nlp.text_processor:_load_spacy_model:72 | spaCy model 'en_core_web_sm' not found. Some features may be limited.
2025-08-11 11:02:32 | INFO     | __main__:test_classification_accuracy:184 | Starting classification accuracy testing...
2025-08-11 11:02:32 | WARNING  | src.nlp.text_processor:_load_spacy_model:72 | spaCy model 'en_core_web_sm' not found. Some features may be limited.
2025-08-11 11:02:32 | INFO     | __main__:test_classification_accuracy:191 | Generated 21 test cases
2025-08-11 11:02:32 | INFO     | __main__:test_classification_accuracy:201 | Testing rule_based strategy...
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | src.core.classification:classify:171 | Classifying text using rule_based strategy
2025-08-11 11:02:32 | INFO     | __main__:test_classification_accuracy:278 | rule_based Results:
2025-08-11 11:02:32 | INFO     | __main__:test_classification_accuracy:279 |   Category Accuracy: 76.19%
2025-08-11 11:02:32 | INFO     | __main__:test_classification_accuracy:280 |   Priority Accuracy: 47.62%
2025-08-11 11:02:32 | INFO     | __main__:test_classification_accuracy:281 |   Overall Accuracy: 38.10%
2025-08-11 11:02:32 | INFO     | __main__:test_classification_accuracy:303 | Classification accuracy report saved to reports\classification_accuracy_report.json
2025-08-11 11:04:56 | INFO     | src.database.connection:_initialize_engine:68 | Database engine initialized with URL: sqlite:///./data/workflow_agent.db
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:102 | Starting assignment engine testing...
2025-08-11 11:04:56 | INFO     | src.database.connection:create_tables:80 | Database tables created successfully
2025-08-11 11:04:56 | INFO     | src.database.connection:_create_initial_data:145 | Initial data already exists, skipping creation
2025-08-11 11:04:56 | INFO     | src.database.connection:init_database:132 | Database initialization completed successfully
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:107 | Database initialized successfully
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:116 | Generated 9 test tasks
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:130 | Testing skill_based strategy...
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 1 using skill_based strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 1 to team 1
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 1: Assigned to team 1 (confidence: 0.40)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 2 using skill_based strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 2 to team 1
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 2: Assigned to team 1 (confidence: 0.40)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 3 using skill_based strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 3 to team 1
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 3: Assigned to team 1 (confidence: 0.40)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 4 using skill_based strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 4 to team 5
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 4: Assigned to team 5 (confidence: 0.40)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 5 using skill_based strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 5 to team 5
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 5: Assigned to team 5 (confidence: 0.40)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 6 using skill_based strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 6 to team 5
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 6: Assigned to team 5 (confidence: 0.40)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 7 using skill_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 7: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 7: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 8 using skill_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 8: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 8: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 9 using skill_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 9: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 9: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:182 |   skill_based Results:
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:183 |     Success Rate: 66.67%
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:184 |     Average Confidence: 0.40
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:130 | Testing workload_based strategy...
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 1 using workload_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 1: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 1: Assignment failed - Assignment failed: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 2 using workload_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 2: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 2: Assignment failed - Assignment failed: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 3 using workload_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 3: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 3: Assignment failed - Assignment failed: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 4 using workload_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 4: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 4: Assignment failed - Assignment failed: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 5 using workload_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 5: 'Critical' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 5: Assignment failed - Assignment failed: 'Critical' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 6 using workload_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 6: 'Low' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 6: Assignment failed - Assignment failed: 'Low' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 7 using workload_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 7: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 7: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 8 using workload_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 8: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 8: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 9 using workload_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 9: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 9: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:182 |   workload_based Results:
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:183 |     Success Rate: 0.00%
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:184 |     Average Confidence: 0.00
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:130 | Testing round_robin strategy...
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 1 using round_robin strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 1 to team 1
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 1: Assigned to team 1 (confidence: 0.80)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 2 using round_robin strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 2 to team 1
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 2: Assigned to team 1 (confidence: 0.80)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 3 using round_robin strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 3 to team 1
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 3: Assigned to team 1 (confidence: 0.80)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 4 using round_robin strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 4 to team 5
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 4: Assigned to team 5 (confidence: 0.80)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 5 using round_robin strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 5 to team 5
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 5: Assigned to team 5 (confidence: 0.80)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 6 using round_robin strategy
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 6 to team 5
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 6: Assigned to team 5 (confidence: 0.80)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 7 using round_robin strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 7: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 7: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 8 using round_robin strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 8: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 8: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 9 using round_robin strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 9: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 9: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:182 |   round_robin Results:
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:183 |     Success Rate: 66.67%
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:184 |     Average Confidence: 0.80
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:130 | Testing priority_based strategy...
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 1 using priority_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 1: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 1: Assignment failed - Assignment failed: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 2 using priority_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 2: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 2: Assignment failed - Assignment failed: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 3 using priority_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 3: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 3: Assignment failed - Assignment failed: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 4 using priority_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 4: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 4: Assignment failed - Assignment failed: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 5 using priority_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 5: 'Critical' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 5: Assignment failed - Assignment failed: 'Critical' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 6 using priority_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 6: 'Low' is not a valid TaskPriority
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 6: Assignment failed - Assignment failed: 'Low' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 7 using priority_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 7: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 7: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 8 using priority_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 8: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 8: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 9 using priority_based strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 9: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 9: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:182 |   priority_based Results:
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:183 |     Success Rate: 0.00%
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:184 |     Average Confidence: 0.00
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:130 | Testing hybrid strategy...
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 1 using hybrid strategy
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy workload_based failed in hybrid assignment: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy priority_based failed in hybrid assignment: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 1 to team 1
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 1: Assigned to team 1 (confidence: 0.48)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 2 using hybrid strategy
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy workload_based failed in hybrid assignment: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy priority_based failed in hybrid assignment: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 2 to team 1
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 2: Assigned to team 1 (confidence: 0.48)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 3 using hybrid strategy
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy workload_based failed in hybrid assignment: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy priority_based failed in hybrid assignment: 'High' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 3 to team 1
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 3: Assigned to team 1 (confidence: 0.48)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 4 using hybrid strategy
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy workload_based failed in hybrid assignment: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy priority_based failed in hybrid assignment: 'Medium' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 4 to team 5
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 4: Assigned to team 5 (confidence: 0.48)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 5 using hybrid strategy
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy workload_based failed in hybrid assignment: 'Critical' is not a valid TaskPriority
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy priority_based failed in hybrid assignment: 'Critical' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 5 to team 5
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 5: Assigned to team 5 (confidence: 0.48)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 6 using hybrid strategy
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy workload_based failed in hybrid assignment: 'Low' is not a valid TaskPriority
2025-08-11 11:04:56 | WARNING  | src.core.assignment:_assign_hybrid:407 | Strategy priority_based failed in hybrid assignment: 'Low' is not a valid TaskPriority
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:123 | Successfully assigned task 6 to team 5
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:157 |   Task 6: Assigned to team 5 (confidence: 0.48)
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 7 using hybrid strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 7: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 7: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 8 using hybrid strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 8: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 8: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | src.core.assignment:assign_task:97 | Assigning task 9 using hybrid strategy
2025-08-11 11:04:56 | ERROR    | src.core.assignment:assign_task:128 | Assignment failed for task 9: No available teams found for category: Operations
2025-08-11 11:04:56 | ERROR    | __main__:test_assignment_strategies:160 |   Task 9: Assignment failed - Assignment failed: No available teams found for category: Operations
2025-08-11 11:04:56 | INFO     | __main__:test_assignment_strategies:182 |   hybrid Results:
